"HomeTeam","AwayTeam",HF,AF,HC,AC,HTHG,HTAG,RedsPerGame,YellowsPerGame,FaulesPerGame,AwayRedsPerGame,AwayYellowsPerGame,AwayFaulesPerGame,WinsPerGame,AwayWinsPerGame,Paciencia
"Bolton","Sunderland",16,10,2,5,0,1,0.0895,1.7553,12.7421,0.0959,1.8233,12.2895,0.3053,0.2387,0.1594
"Chelsea","Hull",13,15,1,4,1,1,0.0882,1.6115,11.1981,0.1263,1.7368,12.2526,0.5913,0.2158,0.1266
"Everton","Arsenal",11,13,0,0,0,3,0.0851,1.5139,12.1517,0.0882,1.5186,11.0464,0.3824,0.5728,0.1002
"Portsmouth","Fulham",11,18,3,8,0,1,0.0789,1.5658,13.1184,0.0636,1.4254,11.5987,0.3026,0.3026,0.1564
"Stoke","Burnley",15,10,2,6,2,0,0.0789,1.8105,11.7605,0.0395,1.6513,10.6316,0.3053,0.2632,0.1499
"Wolves","West Ham",9,5,0,0,0,1,0.0789,1.6908,11.3684,0.0789,1.7491,11.8281,0.2105,0.3123,0.1309
"Man United","Birmingham",13,7,1,3,1,0,0.0604,1.5062,11.1223,0.1053,1.6184,12.2500,0.6362,0.2719,0.1450
"Tottenham","Liverpool",14,16,3,9,1,0,0.0743,1.4907,11.2771,0.0604,1.3607,10.9412,0.4644,0.5217,0.1508
"Sunderland","Chelsea",14,10,2,6,1,0,0.0959,1.8233,12.2895,0.0882,1.6115,11.1981,0.2387,0.5913,0.1499
"Wigan","Wolves",8,21,0,3,0,1,0.0888,1.7039,12.1382,0.0789,1.6908,11.3684,0.2796,0.2105,0.1411
"Birmingham","Portsmouth",11,20,0,5,0,0,0.1053,1.6184,12.2500,0.0789,1.5658,13.1184,0.2719,0.3026,0.1261
"Burnley","Man United",8,12,2,5,1,0,0.0395,1.6513,10.6316,0.0604,1.5062,11.1223,0.2632,0.6362,0.1266
"Hull","Tottenham",23,13,3,8,1,3,0.1263,1.7368,12.2526,0.0743,1.4907,11.2771,0.2158,0.4644,0.1309
"Liverpool","Stoke",10,9,0,1,2,0,0.0604,1.3607,10.9412,0.0789,1.8105,11.7605,0.5217,0.3053,0.1417
"Arsenal","Portsmouth",9,10,1,2,2,1,0.0882,1.5186,11.0464,0.0789,1.5658,13.1184,0.5728,0.3026,0.1499
"Birmingham","Stoke",8,13,0,3,0,0,0.1053,1.6184,12.2500,0.0789,1.8105,11.7605,0.2719,0.3053,0.1309
"Hull","Bolton",19,19,3,8,0,0,0.1263,1.7368,12.2526,0.0895,1.7553,12.7421,0.2158,0.3053,0.1411
"Man City","Wolves",7,11,0,1,1,0,0.0855,1.6201,11.5378,0.0789,1.6908,11.3684,0.4951,0.2105,0.1450
"Sunderland","Blackburn",12,14,2,5,1,1,0.0959,1.8233,12.2895,0.1184,1.7895,13.5289,0.2387,0.3447,0.1266
"Wigan","Man United",11,8,2,6,0,0,0.0888,1.7039,12.1382,0.0604,1.5062,11.1223,0.2796,0.6362,0.1442
"Burnley","Everton",11,13,1,2,1,0,0.0395,1.6513,10.6316,0.0851,1.5139,12.1517,0.2632,0.3824,0.1508
"Fulham","Chelsea",11,10,0,0,0,1,0.0636,1.4254,11.5987,0.0882,1.6115,11.1981,0.3026,0.5913,0.1594
"West Ham","Tottenham",13,11,2,5,0,0,0.0789,1.7491,11.8281,0.0743,1.4907,11.2771,0.3123,0.4644,0.1526
"Liverpool","Aston Villa",15,11,3,8,0,2,0.0604,1.3607,10.9412,0.0702,1.6509,12.3825,0.5217,0.3070,0.1564
"Blackburn","West Ham",13,18,1,5,0,0,0.1184,1.7895,13.5289,0.0789,1.7491,11.8281,0.3447,0.3123,0.1508
"Bolton","Liverpool",14,7,5,7,1,1,0.0895,1.7553,12.7421,0.0604,1.3607,10.9412,0.3053,0.5217,0.1266
"Chelsea","Burnley",7,5,0,1,1,0,0.0882,1.6115,11.1981,0.0395,1.6513,10.6316,0.5913,0.2632,0.1526
"Man United","Arsenal",21,15,3,12,0,1,0.0604,1.5062,11.1223,0.0882,1.5186,11.0464,0.6362,0.5728,0.1695
"Stoke","Sunderland",9,8,0,2,1,0,0.0789,1.8105,11.7605,0.0959,1.8233,12.2895,0.3053,0.2387,0.1411
"Tottenham","Birmingham",12,10,2,6,0,0,0.0743,1.4907,11.2771,0.1053,1.6184,12.2500,0.4644,0.2719,0.1417
"Wolves","Hull",11,15,0,2,0,1,0.0789,1.6908,11.3684,0.1263,1.7368,12.2526,0.2105,0.2158,0.1692
"Aston Villa","Fulham",9,9,1,4,1,0,0.0702,1.6509,12.3825,0.0636,1.4254,11.5987,0.3070,0.3026,0.1499
"Everton","Wigan",11,24,1,7,0,0,0.0851,1.5139,12.1517,0.0888,1.7039,12.1382,0.3824,0.2796,0.1261
"Portsmouth","Man City",12,7,2,5,0,1,0.0789,1.5658,13.1184,0.0855,1.6201,11.5378,0.3026,0.4951,0.1442
"Blackburn","Wolves",13,16,1,4,1,0,0.1184,1.7895,13.5289,0.0789,1.6908,11.3684,0.3447,0.2105,0.1499
"Liverpool","Burnley",8,10,0,2,2,0,0.0604,1.3607,10.9412,0.0395,1.6513,10.6316,0.5217,0.2632,0.1450
"Man City","Arsenal",13,12,3,8,1,0,0.0855,1.6201,11.5378,0.0882,1.5186,11.0464,0.4951,0.5728,0.1526
"Portsmouth","Bolton",17,17,2,4,1,2,0.0789,1.5658,13.1184,0.0895,1.7553,12.7421,0.3026,0.3053,0.1309
"Stoke","Chelsea",13,11,3,9,1,1,0.0789,1.8105,11.7605,0.0882,1.6115,11.1981,0.3053,0.5913,0.1695
"Sunderland","Hull",18,15,2,6,1,1,0.0959,1.8233,12.2895,0.1263,1.7368,12.2526,0.2387,0.2158,0.1564
"Tottenham","Man United",16,13,3,8,1,2,0.0743,1.4907,11.2771,0.0604,1.5062,11.1223,0.4644,0.6362,0.1594
"Wigan","West Ham",13,11,2,5,0,0,0.0888,1.7039,12.1382,0.0789,1.7491,11.8281,0.2796,0.3123,0.1266
"Birmingham","Aston Villa",10,20,1,4,0,0,0.1053,1.6184,12.2500,0.0702,1.6509,12.3825,0.2719,0.3070,0.1442
"Fulham","Everton",6,10,1,2,0,1,0.0636,1.4254,11.5987,0.0851,1.5139,12.1517,0.3026,0.3824,0.1417
"Arsenal","Wigan",6,18,2,6,1,0,0.0882,1.5186,11.0464,0.0888,1.7039,12.1382,0.5728,0.2796,0.1411
"Aston Villa","Portsmouth",17,12,2,4,2,0,0.0702,1.6509,12.3825,0.0789,1.5658,13.1184,0.3070,0.3026,0.1692
"Bolton","Stoke",6,11,2,6,0,0,0.0895,1.7553,12.7421,0.0789,1.8105,11.7605,0.3053,0.3053,0.1526
"Burnley","Sunderland",4,15,0,3,1,1,0.0395,1.6513,10.6316,0.0959,1.8233,12.2895,0.2632,0.2387,0.1309
"Hull","Birmingham",15,13,0,2,0,0,0.1263,1.7368,12.2526,0.1053,1.6184,12.2500,0.2158,0.2719,0.1508
"West Ham","Liverpool",13,17,3,9,2,2,0.0789,1.7491,11.8281,0.0604,1.3607,10.9412,0.3123,0.5217,0.1594
"Chelsea","Tottenham",7,9,0,2,1,0,0.0882,1.6115,11.1981,0.0743,1.4907,11.2771,0.5913,0.4644,0.1442
"Everton","Blackburn",15,18,1,4,1,0,0.0851,1.5139,12.1517,0.1184,1.7895,13.5289,0.3824,0.3447,0.1450
"Man United","Man City",15,14,2,6,1,1,0.0604,1.5062,11.1223,0.0855,1.6201,11.5378,0.6362,0.4951,0.1564
"Wolves","Fulham",14,11,1,3,1,0,0.0789,1.6908,11.3684,0.0636,1.4254,11.5987,0.2105,0.3026,0.1614
"Birmingham","Bolton",9,17,2,5,0,1,0.1053,1.6184,12.2500,0.0895,1.7553,12.7421,0.2719,0.3053,0.1499
"Blackburn","Aston Villa",14,11,4,7,1,1,0.1184,1.7895,13.5289,0.0702,1.6509,12.3825,0.3447,0.3070,0.1526
"Fulham","Arsenal",14,11,4,8,0,0,0.0636,1.4254,11.5987,0.0882,1.5186,11.0464,0.3026,0.5728,0.1564
"Liverpool","Hull",10,3,1,6,2,1,0.0604,1.3607,10.9412,0.1263,1.7368,12.2526,0.5217,0.2158,0.1417
"Portsmouth","Everton",14,17,0,3,0,1,0.0789,1.5658,13.1184,0.0851,1.5139,12.1517,0.3026,0.3824,0.1266
"Stoke","Man United",9,8,1,3,0,0,0.0789,1.8105,11.7605,0.0604,1.5062,11.1223,0.3053,0.6362,0.1442
"Tottenham","Burnley",10,14,1,3,2,0,0.0743,1.4907,11.2771,0.0395,1.6513,10.6316,0.4644,0.2632,0.1695
"Wigan","Chelsea",11,11,1,4,1,0,0.0888,1.7039,12.1382,0.0882,1.6115,11.1981,0.2796,0.5913,0.1508
"Sunderland","Wolves",18,11,1,5,1,0,0.0959,1.8233,12.2895,0.0789,1.6908,11.3684,0.2387,0.2105,0.1450
"Man City","West Ham",18,14,1,3,2,1,0.0855,1.6201,11.5378,0.0789,1.7491,11.8281,0.4951,0.3123,0.1309
"Bolton","Tottenham",15,16,2,5,1,1,0.0895,1.7553,12.7421,0.0743,1.4907,11.2771,0.3053,0.4644,0.1411
"Burnley","Birmingham",17,11,0,3,0,0,0.0395,1.6513,10.6316,0.1053,1.6184,12.2500,0.2632,0.2719,0.1614
"Hull","Wigan",14,8,0,2,0,0,0.1263,1.7368,12.2526,0.0888,1.7039,12.1382,0.2158,0.2796,0.1526
"Man United","Sunderland",11,15,2,7,0,1,0.0604,1.5062,11.1223,0.0959,1.8233,12.2895,0.6362,0.2387,0.1266
"Wolves","Portsmouth",8,12,1,4,0,1,0.0789,1.6908,11.3684,0.0789,1.5658,13.1184,0.2105,0.3026,0.1442
"Arsenal","Blackburn",9,10,1,3,3,2,0.0882,1.5186,11.0464,0.1184,1.7895,13.5289,0.5728,0.3447,0.1417
"Chelsea","Liverpool",14,17,1,3,0,0,0.0882,1.6115,11.1981,0.0604,1.3607,10.9412,0.5913,0.5217,0.1564
"Everton","Stoke",5,15,1,5,0,0,0.0851,1.5139,12.1517,0.0789,1.8105,11.7605,0.3824,0.3053,0.1594
"West Ham","Fulham",12,9,3,8,1,0,0.0789,1.7491,11.8281,0.0636,1.4254,11.5987,0.3123,0.3026,0.1508
"Aston Villa","Man City",10,8,1,4,1,0,0.0702,1.6509,12.3825,0.0855,1.6201,11.5378,0.3070,0.4951,0.1695
"Arsenal","Birmingham",8,16,1,4,2,1,0.0882,1.5186,11.0464,0.1053,1.6184,12.2500,0.5728,0.2719,0.1261
"Aston Villa","Chelsea",19,13,2,5,1,1,0.0702,1.6509,12.3825,0.0882,1.6115,11.1981,0.3070,0.5913,0.1614
"Everton","Wolves",6,15,1,5,0,0,0.0851,1.5139,12.1517,0.0789,1.6908,11.3684,0.3824,0.2105,0.1692
"Man United","Bolton",15,8,0,1,2,0,0.0604,1.5062,11.1223,0.0895,1.7553,12.7421,0.6362,0.3053,0.1526
"Portsmouth","Tottenham",14,13,5,9,0,2,0.0789,1.5658,13.1184,0.0743,1.4907,11.2771,0.3026,0.4644,0.1508
"Stoke","West Ham",16,13,3,9,1,1,0.0789,1.8105,11.7605,0.0789,1.7491,11.8281,0.3053,0.3123,0.1564
"Sunderland","Liverpool",20,17,2,5,1,0,0.0959,1.8233,12.2895,0.0604,1.3607,10.9412,0.2387,0.5217,0.1411
"Blackburn","Burnley",18,14,3,9,3,1,0.1184,1.7895,13.5289,0.0395,1.6513,10.6316,0.3447,0.2632,0.1309
"Wigan","Man City",15,11,2,5,1,0,0.0888,1.7039,12.1382,0.0855,1.6201,11.5378,0.2796,0.4951,0.1266
"Fulham","Hull",13,15,1,3,1,0,0.0636,1.4254,11.5987,0.1263,1.7368,12.2526,0.3026,0.2158,0.1594
"Birmingham","Sunderland",9,14,3,7,1,0,0.1053,1.6184,12.2500,0.0959,1.8233,12.2895,0.2719,0.2387,0.1564
"Burnley","Wigan",12,11,2,4,1,1,0.0395,1.6513,10.6316,0.0888,1.7039,12.1382,0.2632,0.2796,0.1450
"Chelsea","Blackburn",8,10,0,1,1,0,0.0882,1.6115,11.1981,0.1184,1.7895,13.5289,0.5913,0.3447,0.1266
"Hull","Portsmouth",16,23,2,5,0,0,0.1263,1.7368,12.2526,0.0789,1.5658,13.1184,0.2158,0.3026,0.1692
"Tottenham","Stoke",8,18,0,3,0,0,0.0743,1.4907,11.2771,0.0789,1.8105,11.7605,0.4644,0.3053,0.1261
"Wolves","Aston Villa",10,16,1,4,0,0,0.0789,1.6908,11.3684,0.0702,1.6509,12.3825,0.2105,0.3070,0.1417
"Bolton","Everton",14,15,3,7,2,1,0.0895,1.7553,12.7421,0.0851,1.5139,12.1517,0.3053,0.3824,0.1508
"Liverpool","Man United",20,11,4,7,0,0,0.0604,1.3607,10.9412,0.0604,1.5062,11.1223,0.5217,0.6362,0.1594
"Man City","Fulham",11,12,0,2,0,0,0.0855,1.6201,11.5378,0.0636,1.4254,11.5987,0.4951,0.3026,0.1614
"West Ham","Arsenal",17,15,5,8,0,2,0.0789,1.7491,11.8281,0.0882,1.5186,11.0464,0.3123,0.5728,0.1309
"Arsenal","Tottenham",10,10,1,3,2,0,0.0882,1.5186,11.0464,0.0743,1.4907,11.2771,0.5728,0.4644,0.1526
"Bolton","Chelsea",9,7,3,3,0,1,0.0895,1.7553,12.7421,0.0882,1.6115,11.1981,0.3053,0.5913,0.1417
"Burnley","Hull",12,13,1,6,1,0,0.0395,1.6513,10.6316,0.1263,1.7368,12.2526,0.2632,0.2158,0.1411
"Everton","Aston Villa",15,16,3,5,1,0,0.0851,1.5139,12.1517,0.0702,1.6509,12.3825,0.3824,0.3070,0.1261
"Fulham","Liverpool",10,13,1,2,1,1,0.0636,1.4254,11.5987,0.0604,1.3607,10.9412,0.3026,0.5217,0.1450
"Man United","Blackburn",10,21,0,2,0,0,0.0604,1.5062,11.1223,0.1184,1.7895,13.5289,0.6362,0.3447,0.1508
"Portsmouth","Wigan",11,10,0,1,2,0,0.0789,1.5658,13.1184,0.0888,1.7039,12.1382,0.3026,0.2796,0.1266
"Stoke","Wolves",13,15,0,3,2,0,0.0789,1.8105,11.7605,0.0789,1.6908,11.3684,0.3053,0.2105,0.1309
"Sunderland","West Ham",12,16,5,9,1,2,0.0959,1.8233,12.2895,0.0789,1.7491,11.8281,0.2387,0.3123,0.1594
"Birmingham","Man City",9,8,5,7,0,0,0.1053,1.6184,12.2500,0.0855,1.6201,11.5378,0.2719,0.4951,0.1695
"West Ham","Aston Villa",11,12,2,8,1,0,0.0789,1.7491,11.8281,0.0702,1.6509,12.3825,0.3123,0.3070,0.1499
"Aston Villa","Bolton",17,16,1,6,2,1,0.0702,1.6509,12.3825,0.0895,1.7553,12.7421,0.3070,0.3053,0.1526
"Blackburn","Portsmouth",12,18,3,9,0,1,0.1184,1.7895,13.5289,0.0789,1.5658,13.1184,0.3447,0.3026,0.1594
"Man City","Burnley",10,11,1,5,1,2,0.0855,1.6201,11.5378,0.0395,1.6513,10.6316,0.4951,0.2632,0.1692
"Tottenham","Sunderland",10,19,1,4,1,0,0.0743,1.4907,11.2771,0.0959,1.8233,12.2895,0.4644,0.2387,0.1614
"Wolves","Arsenal",9,15,2,7,0,3,0.0789,1.6908,11.3684,0.0882,1.5186,11.0464,0.2105,0.5728,0.2083
"Chelsea","Man United",13,15,3,9,0,0,0.0882,1.6115,11.1981,0.0604,1.5062,11.1223,0.5913,0.6362,0.1667
"Hull","Stoke",12,14,1,6,0,1,0.1263,1.7368,12.2526,0.0789,1.8105,11.7605,0.2158,0.3053,0.1695
"West Ham","Everton",12,18,0,5,0,1,0.0789,1.7491,11.8281,0.0851,1.5139,12.1517,0.3123,0.3824,0.1266
"Wigan","Fulham",15,16,2,5,1,1,0.0888,1.7039,12.1382,0.0636,1.4254,11.5987,0.2796,0.3026,0.1508
"Liverpool","Birmingham",7,9,1,4,1,2,0.0604,1.3607,10.9412,0.1053,1.6184,12.2500,0.5217,0.2719,0.1417
"Birmingham","Fulham",7,9,1,2,1,0,0.1053,1.6184,12.2500,0.0636,1.4254,11.5987,0.2719,0.3026,0.1309
"Burnley","Aston Villa",6,12,0,3,1,0,0.0395,1.6513,10.6316,0.0702,1.6509,12.3825,0.2632,0.3070,0.1442
"Chelsea","Wolves",4,14,0,2,3,0,0.0882,1.6115,11.1981,0.0789,1.6908,11.3684,0.5913,0.2105,0.1450
"Hull","West Ham",9,17,2,4,3,2,0.1263,1.7368,12.2526,0.0789,1.7491,11.8281,0.2158,0.3123,0.1526
"Liverpool","Man City",9,13,2,4,0,0,0.0604,1.3607,10.9412,0.0855,1.6201,11.5378,0.5217,0.4951,0.1508
"Man United","Everton",4,6,2,6,1,0,0.0604,1.5062,11.1223,0.0851,1.5139,12.1517,0.6362,0.3824,0.1499
"Sunderland","Arsenal",10,10,2,5,0,0,0.0959,1.8233,12.2895,0.0882,1.5186,11.0464,0.2387,0.5728,0.1266
"Bolton","Blackburn",13,12,3,7,0,1,0.0895,1.7553,12.7421,0.1184,1.7895,13.5289,0.3053,0.3447,0.1695
"Stoke","Portsmouth",15,13,1,4,0,0,0.0789,1.8105,11.7605,0.0789,1.5658,13.1184,0.3053,0.3026,0.1614
"Tottenham","Wigan",9,11,1,2,1,0,0.0743,1.4907,11.2771,0.0888,1.7039,12.1382,0.4644,0.2796,0.1417
"Fulham","Blackburn",7,13,0,0,1,0,0.0636,1.4254,11.5987,0.1184,1.7895,13.5289,0.3026,0.3447,0.1692
"Hull","Everton",18,23,1,6,3,0,0.1263,1.7368,12.2526,0.0851,1.5139,12.1517,0.2158,0.3824,0.1564
"Aston Villa","Tottenham",10,8,0,1,1,0,0.0702,1.6509,12.3825,0.0743,1.4907,11.2771,0.3070,0.4644,0.1508
"Blackburn","Stoke",12,11,1,4,0,0,0.1184,1.7895,13.5289,0.0789,1.8105,11.7605,0.3447,0.3053,0.1442
"Fulham","Bolton",7,21,1,8,0,1,0.0636,1.4254,11.5987,0.0895,1.7553,12.7421,0.3026,0.3053,0.1499
"Man City","Hull",14,12,1,5,1,0,0.0855,1.6201,11.5378,0.1263,1.7368,12.2526,0.4951,0.2158,0.1261
"Portsmouth","Man United",16,10,4,11,1,1,0.0789,1.5658,13.1184,0.0604,1.5062,11.1223,0.3026,0.6362,0.1695
"West Ham","Burnley",10,15,2,5,3,0,0.0789,1.7491,11.8281,0.0395,1.6513,10.6316,0.3123,0.2632,0.1309
"Wigan","Sunderland",12,14,0,3,0,0,0.0888,1.7039,12.1382,0.0959,1.8233,12.2895,0.2796,0.2387,0.1667
"Arsenal","Chelsea",17,12,2,6,0,2,0.0882,1.5186,11.0464,0.0882,1.6115,11.1981,0.5728,0.5913,0.1594
"Everton","Liverpool",15,12,1,2,0,1,0.0851,1.5139,12.1517,0.0604,1.3607,10.9412,0.3824,0.5217,0.1266
"Wolves","Birmingham",14,8,2,5,0,1,0.0789,1.6908,11.3684,0.1053,1.6184,12.2500,0.2105,0.2719,0.1526
"Arsenal","Stoke",3,7,0,0,1,0,0.0882,1.5186,11.0464,0.0789,1.8105,11.7605,0.5728,0.3053,0.1526
"Aston Villa","Hull",15,15,4,11,2,0,0.0702,1.6509,12.3825,0.1263,1.7368,12.2526,0.3070,0.2158,0.1692
"Blackburn","Liverpool",15,9,1,2,0,0,0.1184,1.7895,13.5289,0.0604,1.3607,10.9412,0.3447,0.5217,0.1564
"Man City","Chelsea",12,17,1,8,1,1,0.0855,1.6201,11.5378,0.0882,1.6115,11.1981,0.4951,0.5913,0.1442
"Portsmouth","Burnley",16,14,4,10,0,0,0.0789,1.5658,13.1184,0.0395,1.6513,10.6316,0.3026,0.2632,0.1508
"West Ham","Man United",8,16,0,1,0,1,0.0789,1.7491,11.8281,0.0604,1.5062,11.1223,0.3123,0.6362,0.1417
"Wigan","Birmingham",14,8,2,4,1,0,0.0888,1.7039,12.1382,0.1053,1.6184,12.2500,0.2796,0.2719,0.1261
"Wolves","Bolton",9,16,2,5,1,0,0.0789,1.6908,11.3684,0.0895,1.7553,12.7421,0.2105,0.3053,0.1309
"Everton","Tottenham",11,18,4,12,0,0,0.0851,1.5139,12.1517,0.0743,1.4907,11.2771,0.3824,0.4644,0.1594
"Fulham","Sunderland",9,12,1,4,1,0,0.0636,1.4254,11.5987,0.0959,1.8233,12.2895,0.3026,0.2387,0.1695
"Birmingham","West Ham",12,13,3,10,0,0,0.1053,1.6184,12.2500,0.0789,1.7491,11.8281,0.2719,0.3123,0.1450
"Bolton","Man City",11,9,3,9,2,2,0.0895,1.7553,12.7421,0.0855,1.6201,11.5378,0.3053,0.4951,0.1526
"Burnley","Fulham",12,8,0,2,0,0,0.0395,1.6513,10.6316,0.0636,1.4254,11.5987,0.2632,0.3026,0.1411
"Chelsea","Everton",13,17,0,1,2,2,0.0882,1.6115,11.1981,0.0851,1.5139,12.1517,0.5913,0.3824,0.1508
"Hull","Blackburn",14,19,1,4,0,0,0.1263,1.7368,12.2526,0.1184,1.7895,13.5289,0.2158,0.3447,0.1309
"Man United","Aston Villa",4,14,1,3,0,1,0.0604,1.5062,11.1223,0.0702,1.6509,12.3825,0.6362,0.3070,0.1564
"Stoke","Wigan",19,8,5,11,1,1,0.0789,1.8105,11.7605,0.0888,1.7039,12.1382,0.3053,0.2796,0.1695
"Sunderland","Portsmouth",12,14,4,11,1,0,0.0959,1.8233,12.2895,0.0789,1.5658,13.1184,0.2387,0.3026,0.1499
"Tottenham","Wolves",8,13,0,5,0,1,0.0743,1.4907,11.2771,0.0789,1.6908,11.3684,0.4644,0.2105,0.1692
"Liverpool","Arsenal",19,16,3,9,1,0,0.0604,1.3607,10.9412,0.0882,1.5186,11.0464,0.5217,0.5728,0.1442
"Birmingham","Blackburn",8,16,2,6,1,0,0.1053,1.6184,12.2500,0.1184,1.7895,13.5289,0.2719,0.3447,0.1411
"Bolton","West Ham",10,7,4,9,0,0,0.0895,1.7553,12.7421,0.0789,1.7491,11.8281,0.3053,0.3123,0.1594
"Man United","Wolves",11,11,1,3,2,0,0.0604,1.5062,11.1223,0.0789,1.6908,11.3684,0.6362,0.2105,0.1499
"Sunderland","Aston Villa",16,14,4,6,0,1,0.0959,1.8233,12.2895,0.0702,1.6509,12.3825,0.2387,0.3070,0.1614
"Burnley","Arsenal",11,11,2,4,1,1,0.0395,1.6513,10.6316,0.0882,1.5186,11.0464,0.2632,0.5728,0.1695
"Chelsea","Portsmouth",11,11,0,0,1,0,0.0882,1.6115,11.1981,0.0789,1.5658,13.1184,0.5913,0.3026,0.1526
"Liverpool","Wigan",12,11,1,3,1,0,0.0604,1.3607,10.9412,0.0888,1.7039,12.1382,0.5217,0.2796,0.1508
"Tottenham","Man City",10,8,2,7,1,0,0.0743,1.4907,11.2771,0.0855,1.6201,11.5378,0.4644,0.4951,0.1266
"Arsenal","Hull",9,14,1,7,1,0,0.0882,1.5186,11.0464,0.1263,1.7368,12.2526,0.5728,0.2158,0.1499
"Aston Villa","Stoke",9,12,0,1,0,0,0.0702,1.6509,12.3825,0.0789,1.8105,11.7605,0.3070,0.3053,0.1261
"Blackburn","Tottenham",7,6,0,1,0,1,0.1184,1.7895,13.5289,0.0743,1.4907,11.2771,0.3447,0.4644,0.1417
"Fulham","Man United",10,9,0,1,1,0,0.0636,1.4254,11.5987,0.0604,1.5062,11.1223,0.3026,0.6362,0.1442
"Man City","Sunderland",13,8,2,6,3,2,0.0855,1.6201,11.5378,0.0959,1.8233,12.2895,0.4951,0.2387,0.1594
"Portsmouth","Liverpool",7,12,3,9,1,0,0.0789,1.5658,13.1184,0.0604,1.3607,10.9412,0.3026,0.5217,0.1450
"Everton","Birmingham",8,9,0,3,1,1,0.0851,1.5139,12.1517,0.1053,1.6184,12.2500,0.3824,0.2719,0.1692
"West Ham","Chelsea",17,16,4,11,1,0,0.0789,1.7491,11.8281,0.0882,1.6115,11.1981,0.3123,0.5913,0.1695
"Wolves","Burnley",17,9,2,5,1,0,0.0789,1.6908,11.3684,0.0395,1.6513,10.6316,0.2105,0.2632,0.1564
"Birmingham","Chelsea",6,17,1,4,0,0,0.1053,1.6184,12.2500,0.0882,1.6115,11.1981,0.2719,0.5913,0.1417
"Burnley","Bolton",11,12,0,0,0,1,0.0395,1.6513,10.6316,0.0895,1.7553,12.7421,0.2632,0.3053,0.1309
"Fulham","Tottenham",19,12,1,2,0,0,0.0636,1.4254,11.5987,0.0743,1.4907,11.2771,0.3026,0.4644,0.1499
"Liverpool","Wolves",9,10,0,1,0,0,0.0604,1.3607,10.9412,0.0789,1.6908,11.3684,0.5217,0.2105,0.1594
"Man City","Stoke",13,10,0,2,2,0,0.0855,1.6201,11.5378,0.0789,1.8105,11.7605,0.4951,0.3053,0.1450
"Sunderland","Everton",17,16,1,5,1,0,0.0959,1.8233,12.2895,0.0851,1.5139,12.1517,0.2387,0.3824,0.1564
"West Ham","Portsmouth",10,19,0,3,1,0,0.0789,1.7491,11.8281,0.0789,1.5658,13.1184,0.3123,0.3026,0.1261
"Wigan","Blackburn",10,18,1,6,0,1,0.0888,1.7039,12.1382,0.1184,1.7895,13.5289,0.2796,0.3447,0.1526
"Arsenal","Aston Villa",14,18,1,5,0,0,0.0882,1.5186,11.0464,0.0702,1.6509,12.3825,0.5728,0.3070,0.1508
"Hull","Man United",13,17,0,2,0,1,0.1263,1.7368,12.2526,0.0604,1.5062,11.1223,0.2158,0.6362,0.1266
"Blackburn","Sunderland",6,20,1,6,0,0,0.1184,1.7895,13.5289,0.0959,1.8233,12.2895,0.3447,0.2387,0.1695
"Chelsea","Fulham",9,13,1,3,0,1,0.0882,1.6115,11.1981,0.0636,1.4254,11.5987,0.5913,0.3026,0.1594
"Everton","Burnley",7,18,1,7,0,0,0.0851,1.5139,12.1517,0.0395,1.6513,10.6316,0.3824,0.2632,0.1442
"Stoke","Birmingham",15,13,2,7,0,0,0.0789,1.8105,11.7605,0.1053,1.6184,12.2500,0.3053,0.2719,0.1564
"Tottenham","West Ham",9,14,2,7,1,0,0.0743,1.4907,11.2771,0.0789,1.7491,11.8281,0.4644,0.3123,0.1309
"Wolves","Man City",16,11,3,8,0,1,0.0789,1.6908,11.3684,0.0855,1.6201,11.5378,0.2105,0.4951,0.1411
"Aston Villa","Liverpool",13,11,1,3,0,0,0.0702,1.6509,12.3825,0.0604,1.3607,10.9412,0.3070,0.5217,0.1261
"Bolton","Hull",14,18,1,4,1,0,0.0895,1.7553,12.7421,0.1263,1.7368,12.2526,0.3053,0.2158,0.1508
"Man United","Wigan",6,11,0,1,3,0,0.0604,1.5062,11.1223,0.0888,1.7039,12.1382,0.6362,0.2796,0.1450
"Portsmouth","Arsenal",14,3,2,4,0,2,0.0789,1.5658,13.1184,0.0882,1.5186,11.0464,0.3026,0.5728,0.1266
"Stoke","Fulham",13,7,1,2,3,0,0.0789,1.8105,11.7605,0.0636,1.4254,11.5987,0.3053,0.3026,0.1526
"Arsenal","Everton",10,11,1,3,1,1,0.0882,1.5186,11.0464,0.0851,1.5139,12.1517,0.5728,0.3824,0.1417
"Birmingham","Man United",10,13,2,5,1,0,0.1053,1.6184,12.2500,0.0604,1.5062,11.1223,0.2719,0.6362,0.1526
"Man City","Blackburn",6,10,1,3,2,0,0.0855,1.6201,11.5378,0.1184,1.7895,13.5289,0.4951,0.3447,0.1309
"Chelsea","Sunderland",4,10,0,1,4,0,0.0882,1.6115,11.1981,0.0959,1.8233,12.2895,0.5913,0.2387,0.1309
"Everton","Man City",14,14,0,0,2,0,0.0851,1.5139,12.1517,0.0855,1.6201,11.5378,0.3824,0.4951,0.1594
"Man United","Burnley",12,7,0,0,0,0,0.0604,1.5062,11.1223,0.0395,1.6513,10.6316,0.6362,0.2632,0.1261
"Stoke","Liverpool",14,10,1,4,0,0,0.0789,1.8105,11.7605,0.0604,1.3607,10.9412,0.3053,0.5217,0.1450
