"HomeTeam","AwayTeam",HF,AF,HC,AC,HTHG,HTAG,RedsPerGame,YellowsPerGame,FaulesPerGame,AwayRedsPerGame,AwayYellowsPerGame,AwayFaulesPerGame,WinsPerGame,AwayWinsPerGame,Paciencia
"Aston Villa","Southampton",11,11,0,2,0,0,0.0702,1.6509,12.3825,0.0737,1.3816,11.9921,0.3070,0.3421,0.1450
"Cardiff","Stoke",6,12,2,7,0,1,0.0263,1.2895,9.0000,0.0789,1.8105,11.7605,0.1842,0.3053,0.1442
"Chelsea","Sunderland",11,14,1,4,1,1,0.0882,1.6115,11.1981,0.0959,1.8233,12.2895,0.5913,0.2387,0.1695
"Newcastle","Swansea",6,9,2,4,1,1,0.1018,1.5579,12.0000,0.0526,1.3910,9.9135,0.3544,0.3083,0.1309
"Tottenham","Fulham",8,11,0,1,1,1,0.0743,1.4907,11.2771,0.0636,1.4254,11.5987,0.4644,0.3026,0.1261
"West Ham","Crystal Palace",7,16,1,3,0,0,0.0789,1.7491,11.8281,0.0368,1.7263,12.0526,0.3123,0.3158,0.1564
"Everton","Man United",9,8,2,6,2,0,0.0851,1.5139,12.1517,0.0604,1.5062,11.1223,0.3824,0.6362,0.1526
"Hull","Arsenal",10,7,1,3,0,2,0.1263,1.7368,12.2526,0.0882,1.5186,11.0464,0.2158,0.5728,0.1610
"Norwich","Liverpool",16,10,3,8,0,2,0.0592,1.5921,10.6316,0.0604,1.3607,10.9412,0.2566,0.5217,0.1594
"Man City","West Brom",9,7,1,3,3,1,0.0855,1.6201,11.5378,0.0622,1.6196,11.3469,0.4951,0.2536,0.1508
"Fulham","Hull",8,7,1,5,0,0,0.0636,1.4254,11.5987,0.1263,1.7368,12.2526,0.3026,0.2158,0.1450
"Man United","Norwich",13,9,1,3,1,0,0.0604,1.5062,11.1223,0.0592,1.5921,10.6316,0.6362,0.2566,0.1261
"Southampton","Everton",13,12,0,2,2,0,0.0737,1.3816,11.9921,0.0851,1.5139,12.1517,0.3421,0.3824,0.1505
"Stoke","Tottenham",11,6,3,4,0,1,0.0789,1.8105,11.7605,0.0743,1.4907,11.2771,0.3053,0.4644,0.1594
"Swansea","Aston Villa",9,12,1,5,2,1,0.0526,1.3910,9.9135,0.0702,1.6509,12.3825,0.3083,0.3070,0.1526
"West Brom","West Ham",14,8,0,1,1,0,0.0622,1.6196,11.3469,0.0789,1.7491,11.8281,0.2536,0.3123,0.1695
"Crystal Palace","Man City",9,10,3,7,0,2,0.0368,1.7263,12.0526,0.0855,1.6201,11.5378,0.3158,0.4951,0.1442
"Liverpool","Chelsea",9,7,0,4,0,1,0.0604,1.3607,10.9412,0.0882,1.6115,11.1981,0.5217,0.5913,0.1564
"Sunderland","Cardiff",10,11,5,13,2,0,0.0959,1.8233,12.2895,0.0263,1.2895,9.0000,0.2387,0.1842,0.1508
"Arsenal","Newcastle",9,8,3,8,2,0,0.0882,1.5186,11.0464,0.1018,1.5579,12.0000,0.5728,0.3544,0.1633
"Aston Villa","Hull",14,9,0,0,3,1,0.0702,1.6509,12.3825,0.1263,1.7368,12.2526,0.3070,0.2158,0.1695
"Everton","Man City",3,9,0,3,1,2,0.0851,1.5139,12.1517,0.0855,1.6201,11.5378,0.3824,0.4951,0.1261
"Man United","Sunderland",11,12,2,5,0,1,0.0604,1.5062,11.1223,0.0959,1.8233,12.2895,0.6362,0.2387,0.1442
"Newcastle","Cardiff",9,6,1,2,1,0,0.1018,1.5579,12.0000,0.0263,1.2895,9.0000,0.3544,0.1842,0.1564
"Stoke","Fulham",9,13,0,2,1,0,0.0789,1.8105,11.7605,0.0636,1.4254,11.5987,0.3053,0.3026,0.1309
"Swansea","Southampton",11,5,1,3,0,0,0.0526,1.3910,9.9135,0.0737,1.3816,11.9921,0.3083,0.3421,0.1677
"West Ham","Tottenham",10,16,0,4,2,0,0.0789,1.7491,11.8281,0.0743,1.4907,11.2771,0.3123,0.4644,0.1508
"Arsenal","West Brom",9,6,2,6,1,0,0.0882,1.5186,11.0464,0.0622,1.6196,11.3469,0.5728,0.2536,0.1411
"Chelsea","Norwich",9,17,1,5,0,0,0.0882,1.6115,11.1981,0.0592,1.5921,10.6316,0.5913,0.2566,0.1633
"Crystal Palace","Liverpool",7,12,2,7,0,1,0.0368,1.7263,12.0526,0.0604,1.3607,10.9412,0.3158,0.5217,0.1526
"Man United","Hull",13,9,1,3,1,0,0.0604,1.5062,11.1223,0.1263,1.7368,12.2526,0.6362,0.2158,0.1546
"Man City","Aston Villa",8,9,1,4,0,0,0.0855,1.6201,11.5378,0.0702,1.6509,12.3825,0.4951,0.3070,0.1505
"Sunderland","West Brom",14,12,0,0,2,0,0.0959,1.8233,12.2895,0.0622,1.6196,11.3469,0.2387,0.2536,0.1450
"Cardiff","Chelsea",7,9,1,4,1,0,0.0263,1.2895,9.0000,0.0882,1.6115,11.1981,0.1842,0.5913,0.1505
"Fulham","Crystal Palace",11,15,3,7,0,1,0.0636,1.4254,11.5987,0.0368,1.7263,12.0526,0.3026,0.3158,0.1614
"Hull","Everton",8,8,0,1,0,1,0.1263,1.7368,12.2526,0.0851,1.5139,12.1517,0.2158,0.3824,0.1442
"Liverpool","Newcastle",8,16,1,5,0,1,0.0604,1.3607,10.9412,0.1018,1.5579,12.0000,0.5217,0.3544,0.1508
"Man City","West Ham",7,9,2,6,1,0,0.0855,1.6201,11.5378,0.0789,1.7491,11.8281,0.4951,0.3123,0.1564
"Norwich","Arsenal",6,5,1,2,0,0,0.0592,1.5921,10.6316,0.0882,1.5186,11.0464,0.2566,0.5728,0.1450
"Southampton","Man United",16,5,3,8,1,0,0.0737,1.3816,11.9921,0.0604,1.5062,11.1223,0.3421,0.6362,0.1695
"Sunderland","Swansea",14,15,2,7,0,2,0.0959,1.8233,12.2895,0.0526,1.3910,9.9135,0.2387,0.3083,0.1309
"Tottenham","Aston Villa",11,11,1,2,3,0,0.0743,1.4907,11.2771,0.0702,1.6509,12.3825,0.4644,0.3070,0.1610
"West Brom","Stoke",4,7,0,0,0,1,0.0622,1.6196,11.3469,0.0789,1.8105,11.7605,0.2536,0.3053,0.1261
"Arsenal","Sunderland",12,8,0,0,0,0,0.0882,1.5186,11.0464,0.0959,1.8233,12.2895,0.5728,0.2387,0.1309
"Fulham","Norwich",12,11,0,0,2,0,0.0636,1.4254,11.5987,0.0592,1.5921,10.6316,0.3026,0.2566,0.1505
"Newcastle","Tottenham",12,8,2,6,0,0,0.1018,1.5579,12.0000,0.0743,1.4907,11.2771,0.3544,0.4644,0.1564
"QPR","Swansea",11,14,2,6,0,1,0.1316,1.6754,10.7018,0.0526,1.3910,9.9135,0.1930,0.3083,0.1261
"Reading","Stoke",9,14,2,8,0,1,0.0789,1.2807,10.6754,0.0789,1.8105,11.7605,0.2807,0.3053,0.1614
"West Brom","Liverpool",10,11,1,6,1,0,0.0622,1.6196,11.3469,0.0604,1.3607,10.9412,0.2536,0.5217,0.1508
"West Ham","Aston Villa",17,8,0,1,1,0,0.0789,1.7491,11.8281,0.0702,1.6509,12.3825,0.3123,0.3070,0.1695
"Man City","Southampton",4,6,1,4,1,0,0.0855,1.6201,11.5378,0.0737,1.3816,11.9921,0.4951,0.3421,0.1442
"Wigan","Chelsea",16,11,2,6,0,2,0.0888,1.7039,12.1382,0.0882,1.6115,11.1981,0.2796,0.5913,0.1411
"Everton","Man United",12,11,1,4,0,0,0.0851,1.5139,12.1517,0.0604,1.5062,11.1223,0.3824,0.6362,0.1594
"Chelsea","Reading",11,14,0,2,1,2,0.0882,1.6115,11.1981,0.0789,1.2807,10.6754,0.5913,0.2807,0.1450
"Aston Villa","Everton",10,7,3,2,0,3,0.0702,1.6509,12.3825,0.0851,1.5139,12.1517,0.3070,0.3824,0.1505
"Chelsea","Newcastle",8,10,1,2,2,0,0.0882,1.6115,11.1981,0.1018,1.5579,12.0000,0.5913,0.3544,0.1508
"Man United","Fulham",12,7,0,1,3,1,0.0604,1.5062,11.1223,0.0636,1.4254,11.5987,0.6362,0.3026,0.1614
"Norwich","QPR",15,14,0,2,1,1,0.0592,1.5921,10.6316,0.1316,1.6754,10.7018,0.2566,0.1930,0.1526
"Southampton","Wigan",11,9,0,0,0,0,0.0737,1.3816,11.9921,0.0888,1.7039,12.1382,0.3421,0.2796,0.1677
"Swansea","West Ham",13,17,2,8,2,0,0.0526,1.3910,9.9135,0.0789,1.7491,11.8281,0.3083,0.3123,0.1564
"Tottenham","West Brom",8,7,1,4,0,0,0.0743,1.4907,11.2771,0.0622,1.6196,11.3469,0.4644,0.2536,0.1695
"Liverpool","Man City",10,7,1,2,1,0,0.0604,1.3607,10.9412,0.0855,1.6201,11.5378,0.5217,0.4951,0.1594
"Stoke","Arsenal",9,9,2,4,0,0,0.0789,1.8105,11.7605,0.0882,1.5186,11.0464,0.3053,0.5728,0.1450
"Man City","QPR",12,3,2,5,1,0,0.0855,1.6201,11.5378,0.1316,1.6754,10.7018,0.4951,0.1930,0.1309
"Swansea","Sunderland",11,7,3,3,1,2,0.0526,1.3910,9.9135,0.0959,1.8233,12.2895,0.3083,0.2387,0.1374
"Tottenham","Norwich",7,12,3,2,0,0,0.0743,1.4907,11.2771,0.0592,1.5921,10.6316,0.4644,0.2566,0.1002
"West Brom","Everton",11,15,1,6,0,0,0.0622,1.6196,11.3469,0.0851,1.5139,12.1517,0.2536,0.3824,0.1610
"West Ham","Fulham",12,5,0,0,3,0,0.0789,1.7491,11.8281,0.0636,1.4254,11.5987,0.3123,0.3026,0.1677
"Wigan","Stoke",13,11,1,4,1,1,0.0888,1.7039,12.1382,0.0789,1.8105,11.7605,0.2796,0.3053,0.1564
"Liverpool","Arsenal",12,7,2,6,0,1,0.0604,1.3607,10.9412,0.0882,1.5186,11.0464,0.5217,0.5728,0.1442
"Newcastle","Aston Villa",6,20,1,6,0,1,0.1018,1.5579,12.0000,0.0702,1.6509,12.3825,0.3544,0.3070,0.1261
"Southampton","Man United",9,4,1,2,1,1,0.0737,1.3816,11.9921,0.0604,1.5062,11.1223,0.3421,0.6362,0.1695
"Arsenal","Southampton",4,7,0,0,4,1,0.0882,1.5186,11.0464,0.0737,1.3816,11.9921,0.5728,0.3421,0.1614
"Aston Villa","Swansea",11,4,3,7,1,0,0.0702,1.6509,12.3825,0.0526,1.3910,9.9135,0.3070,0.3083,0.1450
"Fulham","West Brom",6,10,0,0,2,0,0.0636,1.4254,11.5987,0.0622,1.6196,11.3469,0.3026,0.2536,0.1374
"Man United","Wigan",10,14,2,6,0,0,0.0604,1.5062,11.1223,0.0888,1.7039,12.1382,0.6362,0.2796,0.1505
"Norwich","West Ham",10,12,0,1,0,0,0.0592,1.5921,10.6316,0.0789,1.7491,11.8281,0.2566,0.3123,0.1309
"QPR","Chelsea",16,17,0,2,0,0,0.1316,1.6754,10.7018,0.0882,1.6115,11.1981,0.1930,0.5913,0.1594
"Stoke","Man City",12,12,0,1,1,1,0.0789,1.8105,11.7605,0.0855,1.6201,11.5378,0.3053,0.4951,0.1526
"Sunderland","Liverpool",18,10,1,4,1,0,0.0959,1.8233,12.2895,0.0604,1.3607,10.9412,0.2387,0.5217,0.1564
"Reading","Tottenham",4,9,0,1,0,1,0.0789,1.2807,10.6754,0.0743,1.4907,11.2771,0.2807,0.4644,0.1442
"Everton","Newcastle",16,12,3,9,1,0,0.0851,1.5139,12.1517,0.1018,1.5579,12.0000,0.3824,0.3544,0.1411
"Chelsea","Stoke",12,15,2,5,0,0,0.0882,1.6115,11.1981,0.0789,1.8105,11.7605,0.5913,0.3053,0.1505
"Southampton","Aston Villa",5,13,1,5,0,1,0.0737,1.3816,11.9921,0.0702,1.6509,12.3825,0.3421,0.3070,0.1610
"Swansea","Everton",23,7,6,9,0,2,0.0526,1.3910,9.9135,0.0851,1.5139,12.1517,0.3083,0.3824,0.1677
"West Brom","Reading",14,6,1,2,0,0,0.0622,1.6196,11.3469,0.0789,1.2807,10.6754,0.2536,0.2807,0.1309
"West Ham","Sunderland",12,10,2,5,0,1,0.0789,1.7491,11.8281,0.0959,1.8233,12.2895,0.3123,0.2387,0.1450
"Wigan","Fulham",7,13,0,3,0,1,0.0888,1.7039,12.1382,0.0636,1.4254,11.5987,0.2796,0.3026,0.1261
"Liverpool","Man United",14,7,3,4,0,0,0.0604,1.3607,10.9412,0.0604,1.5062,11.1223,0.5217,0.6362,0.1002
"Man City","Arsenal",11,7,1,2,1,0,0.0855,1.6201,11.5378,0.0882,1.5186,11.0464,0.4951,0.5728,0.1695
"Newcastle","Norwich",11,19,1,3,1,0,0.1018,1.5579,12.0000,0.0592,1.5921,10.6316,0.3544,0.2566,0.1633
"Tottenham","QPR",7,12,0,2,0,1,0.0743,1.4907,11.2771,0.1316,1.6754,10.7018,0.4644,0.1930,0.1508
"Arsenal","Chelsea",14,13,2,7,1,1,0.0882,1.5186,11.0464,0.0882,1.6115,11.1981,0.5728,0.5913,0.1564
"Everton","Southampton",2,3,0,0,3,1,0.0851,1.5139,12.1517,0.0737,1.3816,11.9921,0.3824,0.3421,0.1261
"Fulham","Man City",7,12,0,1,1,1,0.0636,1.4254,11.5987,0.0855,1.6201,11.5378,0.3026,0.4951,0.1002
"Man United","Tottenham",5,7,0,0,0,2,0.0604,1.5062,11.1223,0.0743,1.4907,11.2771,0.6362,0.4644,0.1309
"Norwich","Liverpool",5,2,1,2,0,2,0.0592,1.5921,10.6316,0.0604,1.3607,10.9412,0.2566,0.5217,0.1411
"Reading","Newcastle",6,8,0,3,0,0,0.0789,1.2807,10.6754,0.1018,1.5579,12.0000,0.2807,0.3544,0.1594
"Stoke","Swansea",10,8,1,3,2,0,0.0789,1.8105,11.7605,0.0526,1.3910,9.9135,0.3053,0.3083,0.1610
"Sunderland","Wigan",20,16,2,9,0,0,0.0959,1.8233,12.2895,0.0888,1.7039,12.1382,0.2387,0.2796,0.1442
"Aston Villa","West Brom",9,11,1,3,0,0,0.0702,1.6509,12.3825,0.0622,1.6196,11.3469,0.3070,0.2536,0.1677
"QPR","West Ham",9,21,3,10,0,2,0.1316,1.6754,10.7018,0.0789,1.7491,11.8281,0.1930,0.3123,0.1526
"Chelsea","Norwich",7,1,0,0,3,1,0.0882,1.6115,11.1981,0.0592,1.5921,10.6316,0.5913,0.2566,0.1677
"Man City","Sunderland",10,10,0,3,1,0,0.0855,1.6201,11.5378,0.0959,1.8233,12.2895,0.4951,0.2387,0.1261
"Swansea","Reading",8,11,1,5,0,2,0.0526,1.3910,9.9135,0.0789,1.2807,10.6754,0.3083,0.2807,0.1695
"West Brom","QPR",16,12,2,6,2,1,0.0622,1.6196,11.3469,0.1316,1.6754,10.7018,0.2536,0.1930,0.1411
"West Ham","Arsenal",12,7,3,8,1,1,0.0789,1.7491,11.8281,0.0882,1.5186,11.0464,0.3123,0.5728,0.1508
"Wigan","Everton",14,14,2,9,2,1,0.0888,1.7039,12.1382,0.0851,1.5139,12.1517,0.2796,0.3824,0.1614
"Liverpool","Stoke",9,16,0,6,0,0,0.0604,1.3607,10.9412,0.0789,1.8105,11.7605,0.5217,0.3053,0.1450
"Newcastle","Man United",15,12,4,12,0,2,0.1018,1.5579,12.0000,0.0604,1.5062,11.1223,0.3544,0.6362,0.1442
"Southampton","Fulham",13,5,4,8,1,0,0.0737,1.3816,11.9921,0.0636,1.4254,11.5987,0.3421,0.3026,0.1526
"Tottenham","Aston Villa",7,10,1,5,0,0,0.0743,1.4907,11.2771,0.0702,1.6509,12.3825,0.4644,0.3070,0.1633
"Fulham","Aston Villa",7,11,1,4,0,0,0.0636,1.4254,11.5987,0.0702,1.6509,12.3825,0.3026,0.3070,0.1309
"Liverpool","Reading",13,6,1,3,1,0,0.0604,1.3607,10.9412,0.0789,1.2807,10.6754,0.5217,0.2807,0.1374
"Man United","Stoke",9,10,1,3,2,1,0.0604,1.5062,11.1223,0.0789,1.8105,11.7605,0.6362,0.3053,0.1677
"Norwich","Arsenal",9,9,4,8,1,0,0.0592,1.5921,10.6316,0.0882,1.5186,11.0464,0.2566,0.5728,0.1261
"Swansea","Wigan",13,11,2,7,0,0,0.0526,1.3910,9.9135,0.0888,1.7039,12.1382,0.3083,0.2796,0.1411
"Tottenham","Chelsea",7,8,3,8,0,1,0.0743,1.4907,11.2771,0.0882,1.6115,11.1981,0.4644,0.5913,0.1695
"West Brom","Man City",11,15,4,11,0,0,0.0622,1.6196,11.3469,0.0855,1.6201,11.5378,0.2536,0.4951,0.1526
"West Ham","Southampton",10,12,0,2,0,0,0.0789,1.7491,11.8281,0.0737,1.3816,11.9921,0.3123,0.3421,0.1633
"QPR","Everton",12,18,2,5,1,1,0.1316,1.6754,10.7018,0.0851,1.5139,12.1517,0.1930,0.3824,0.1610
"Sunderland","Newcastle",14,15,0,4,0,1,0.0959,1.8233,12.2895,0.1018,1.5579,12.0000,0.2387,0.3544,0.1564
"Arsenal","QPR",14,9,1,4,0,0,0.0882,1.5186,11.0464,0.1316,1.6754,10.7018,0.5728,0.1930,0.1677
"Aston Villa","Norwich",12,7,4,4,1,0,0.0702,1.6509,12.3825,0.0592,1.5921,10.6316,0.3070,0.2566,0.1508
"Man City","Swansea",8,10,1,4,0,0,0.0855,1.6201,11.5378,0.0526,1.3910,9.9135,0.4951,0.3083,0.1564
"Reading","Fulham",6,17,1,3,1,0,0.0789,1.2807,10.6754,0.0636,1.4254,11.5987,0.2807,0.3026,0.1411
"Stoke","Sunderland",12,6,2,6,0,0,0.0789,1.8105,11.7605,0.0959,1.8233,12.2895,0.3053,0.2387,0.1002
"Wigan","West Ham",10,16,3,10,1,0,0.0888,1.7039,12.1382,0.0789,1.7491,11.8281,0.2796,0.3123,0.1610
"Chelsea","Man United",13,11,6,6,1,2,0.0882,1.6115,11.1981,0.0604,1.5062,11.1223,0.5913,0.6362,0.1526
"Everton","Liverpool",16,18,4,11,2,2,0.0851,1.5139,12.1517,0.0604,1.3607,10.9412,0.3824,0.5217,0.1594
"Newcastle","West Brom",13,7,3,8,1,0,0.1018,1.5579,12.0000,0.0622,1.6196,11.3469,0.3544,0.2536,0.1309
"Southampton","Tottenham",14,8,0,3,0,2,0.0737,1.3816,11.9921,0.0743,1.4907,11.2771,0.3421,0.4644,0.1450
"Fulham","Everton",16,9,3,7,1,0,0.0636,1.4254,11.5987,0.0851,1.5139,12.1517,0.3026,0.3824,0.1633
"Man United","Arsenal",13,13,5,13,1,0,0.0604,1.5062,11.1223,0.0882,1.5186,11.0464,0.6362,0.5728,0.1695
"Norwich","Stoke",11,13,1,7,1,0,0.0592,1.5921,10.6316,0.0789,1.8105,11.7605,0.2566,0.3053,0.1594
"Sunderland","Aston Villa",10,17,2,7,0,0,0.0959,1.8233,12.2895,0.0702,1.6509,12.3825,0.2387,0.3070,0.1411
"Swansea","Chelsea",12,9,4,9,0,0,0.0526,1.3910,9.9135,0.0882,1.6115,11.1981,0.3083,0.5913,0.1614
"Tottenham","Wigan",10,11,1,3,0,0,0.0743,1.4907,11.2771,0.0888,1.7039,12.1382,0.4644,0.2796,0.1564
"West Ham","Man City",11,12,3,6,0,0,0.0789,1.7491,11.8281,0.0855,1.6201,11.5378,0.3123,0.4951,0.1442
"Liverpool","Newcastle",10,13,0,1,0,1,0.0604,1.3607,10.9412,0.1018,1.5579,12.0000,0.5217,0.3544,0.1677
"QPR","Reading",11,15,0,2,0,1,0.1316,1.6754,10.7018,0.0789,1.2807,10.6754,0.1930,0.2807,0.1505
"West Brom","Southampton",6,12,1,2,1,0,0.0622,1.6196,11.3469,0.0737,1.3816,11.9921,0.2536,0.3421,0.1002
"Arsenal","Fulham",12,10,1,4,2,2,0.0882,1.5186,11.0464,0.0636,1.4254,11.5987,0.5728,0.3026,0.1508
"Aston Villa","Man United",12,7,1,3,1,0,0.0702,1.6509,12.3825,0.0604,1.5062,11.1223,0.3070,0.6362,0.1614
"Everton","Sunderland",14,14,1,5,0,1,0.0851,1.5139,12.1517,0.0959,1.8233,12.2895,0.3824,0.2387,0.1450
"Reading","Norwich",9,16,0,1,0,0,0.0789,1.2807,10.6754,0.0592,1.5921,10.6316,0.2807,0.2566,0.1309
"Southampton","Swansea",11,10,2,6,0,0,0.0737,1.3816,11.9921,0.0526,1.3910,9.9135,0.3421,0.3083,0.1594
"Stoke","QPR",11,16,2,7,0,0,0.0789,1.8105,11.7605,0.1316,1.6754,10.7018,0.3053,0.1930,0.1564
"Wigan","West Brom",9,13,1,6,1,2,0.0888,1.7039,12.1382,0.0622,1.6196,11.3469,0.2796,0.2536,0.1633
"Chelsea","Liverpool",12,13,1,5,1,0,0.0882,1.6115,11.1981,0.0604,1.3607,10.9412,0.5913,0.5217,0.1442
"Man City","Tottenham",16,7,1,4,0,1,0.0855,1.6201,11.5378,0.0743,1.4907,11.2771,0.4951,0.4644,0.1505
"Newcastle","West Ham",8,14,1,4,0,1,0.1018,1.5579,12.0000,0.0789,1.7491,11.8281,0.3544,0.3123,0.1695
"Arsenal","Tottenham",13,12,1,4,3,1,0.0882,1.5186,11.0464,0.0743,1.4907,11.2771,0.5728,0.4644,0.1442
"Liverpool","Wigan",9,11,0,3,0,0,0.0604,1.3607,10.9412,0.0888,1.7039,12.1382,0.5217,0.2796,0.1614
"Man City","Aston Villa",9,4,0,1,1,0,0.0855,1.6201,11.5378,0.0702,1.6509,12.3825,0.4951,0.3070,0.1610
"Newcastle","Swansea",7,7,1,5,0,0,0.1018,1.5579,12.0000,0.0526,1.3910,9.9135,0.3544,0.3083,0.1508
"Norwich","Man United",10,7,0,1,0,0,0.0592,1.5921,10.6316,0.0604,1.5062,11.1223,0.2566,0.6362,0.1677
"QPR","Southampton",12,9,1,2,0,2,0.1316,1.6754,10.7018,0.0737,1.3816,11.9921,0.1930,0.3421,0.1695
"Reading","Everton",11,11,3,8,0,1,0.0789,1.2807,10.6754,0.0851,1.5139,12.1517,0.2807,0.3824,0.1564
"West Brom","Chelsea",7,13,0,0,1,1,0.0622,1.6196,11.3469,0.0882,1.6115,11.1981,0.2536,0.5913,0.1505
"Fulham","Sunderland",9,13,3,5,0,0,0.0636,1.4254,11.5987,0.0959,1.8233,12.2895,0.3026,0.2387,0.1261
"West Ham","Stoke",8,9,1,2,0,1,0.0789,1.7491,11.8281,0.0789,1.8105,11.7605,0.3123,0.3053,0.1309
"Aston Villa","Arsenal",6,9,1,2,0,0,0.0702,1.6509,12.3825,0.0882,1.5186,11.0464,0.3070,0.5728,0.1450
"Everton","Norwich",10,18,0,3,1,0,0.0851,1.5139,12.1517,0.0592,1.5921,10.6316,0.3824,0.2566,0.1411
"Man United","QPR",6,10,1,3,0,0,0.0604,1.5062,11.1223,0.1316,1.6754,10.7018,0.6362,0.1930,0.1261
"Stoke","Fulham",14,11,1,3,1,0,0.0789,1.8105,11.7605,0.0636,1.4254,11.5987,0.3053,0.3026,0.1505
"Sunderland","West Brom",12,15,2,7,0,2,0.0959,1.8233,12.2895,0.0622,1.6196,11.3469,0.2387,0.2536,0.1695
"Wigan","Reading",15,9,2,4,0,1,0.0888,1.7039,12.1382,0.0789,1.2807,10.6754,0.2796,0.2807,0.1442
"Chelsea","Man City",9,16,0,3,0,0,0.0882,1.6115,11.1981,0.0855,1.6201,11.5378,0.5913,0.4951,0.1309
"Southampton","Newcastle",12,14,2,6,1,0,0.0737,1.3816,11.9921,0.1018,1.5579,12.0000,0.3421,0.3544,0.1564
"Swansea","Liverpool",6,10,1,2,0,0,0.0526,1.3910,9.9135,0.0604,1.3607,10.9412,0.3083,0.5217,0.1610
"Tottenham","West Ham",9,10,1,4,1,0,0.0743,1.4907,11.2771,0.0789,1.7491,11.8281,0.4644,0.3123,0.1594
"Aston Villa","Reading",10,5,1,2,0,0,0.0702,1.6509,12.3825,0.0789,1.2807,10.6754,0.3070,0.2807,0.1261
"Sunderland","QPR",10,15,1,5,0,0,0.0959,1.8233,12.2895,0.1316,1.6754,10.7018,0.2387,0.1930,0.1594
"Chelsea","Fulham",10,11,3,6,0,0,0.0882,1.6115,11.1981,0.0636,1.4254,11.5987,0.5913,0.3026,0.1677
"Everton","Arsenal",15,9,2,5,1,1,0.0851,1.5139,12.1517,0.0882,1.5186,11.0464,0.3824,0.5728,0.1505
"Man United","West Ham",7,9,1,3,1,0,0.0604,1.5062,11.1223,0.0789,1.7491,11.8281,0.6362,0.3123,0.1411
"Southampton","Norwich",11,7,1,3,1,1,0.0737,1.3816,11.9921,0.0592,1.5921,10.6316,0.3421,0.2566,0.1526
"Stoke","Newcastle",12,12,2,6,0,0,0.0789,1.8105,11.7605,0.1018,1.5579,12.0000,0.3053,0.3544,0.1442
"Swansea","West Brom",10,16,0,4,3,1,0.0526,1.3910,9.9135,0.0622,1.6196,11.3469,0.3083,0.2536,0.1450
"Tottenham","Liverpool",4,14,1,4,2,0,0.0743,1.4907,11.2771,0.0604,1.3607,10.9412,0.4644,0.5217,0.1508
"Wigan","Man City",13,12,1,3,0,0,0.0888,1.7039,12.1382,0.0855,1.6201,11.5378,0.2796,0.4951,0.1002
"Arsenal","Swansea",11,9,1,2,0,0,0.0882,1.5186,11.0464,0.0526,1.3910,9.9135,0.5728,0.3083,0.1526
"Fulham","Tottenham",10,8,0,2,0,0,0.0636,1.4254,11.5987,0.0743,1.4907,11.2771,0.3026,0.4644,0.1309
"Liverpool","Southampton",10,8,2,4,1,0,0.0604,1.3607,10.9412,0.0737,1.3816,11.9921,0.5217,0.3421,0.1505
"Man City","Everton",16,12,2,5,1,1,0.0855,1.6201,11.5378,0.0851,1.5139,12.1517,0.4951,0.3824,0.1261
"QPR","Aston Villa",5,6,1,4,1,1,0.1316,1.6754,10.7018,0.0702,1.6509,12.3825,0.1930,0.3070,0.1442
"Reading","Man United",10,12,1,3,3,4,0.0789,1.2807,10.6754,0.0604,1.5062,11.1223,0.2807,0.6362,0.1002
"West Brom","Stoke",8,15,0,3,0,0,0.0622,1.6196,11.3469,0.0789,1.8105,11.7605,0.2536,0.3053,0.1614
"West Ham","Chelsea",15,6,1,4,0,1,0.0789,1.7491,11.8281,0.0882,1.6115,11.1981,0.3123,0.5913,0.1564
"Norwich","Sunderland",11,16,0,2,2,1,0.0592,1.5921,10.6316,0.0959,1.8233,12.2895,0.2566,0.2387,0.1508
"Newcastle","Wigan",12,14,1,5,2,0,0.1018,1.5579,12.0000,0.0888,1.7039,12.1382,0.3544,0.2796,0.1411
"Arsenal","West Brom",11,12,2,7,1,0,0.0882,1.5186,11.0464,0.0622,1.6196,11.3469,0.5728,0.2536,0.1411
"Aston Villa","Stoke",8,13,0,1,0,0,0.0702,1.6509,12.3825,0.0789,1.8105,11.7605,0.3070,0.3053,0.1374
"Southampton","Reading",11,10,0,0,0,0,0.0737,1.3816,11.9921,0.0789,1.2807,10.6754,0.3421,0.2807,0.1610
"Sunderland","Chelsea",11,14,1,5,0,2,0.0959,1.8233,12.2895,0.0882,1.6115,11.1981,0.2387,0.5913,0.1002
"Swansea","Norwich",12,9,2,5,0,3,0.0526,1.3910,9.9135,0.0592,1.5921,10.6316,0.3083,0.2566,0.1442
"Wigan","QPR",7,11,0,1,1,1,0.0888,1.7039,12.1382,0.1316,1.6754,10.7018,0.2796,0.1930,0.1508
"Everton","Tottenham",10,9,2,6,0,0,0.0851,1.5139,12.1517,0.0743,1.4907,11.2771,0.3824,0.4644,0.1614
"Man City","Man United",11,9,4,11,0,2,0.0855,1.6201,11.5378,0.0604,1.5062,11.1223,0.4951,0.6362,0.1564
"West Ham","Liverpool",12,10,1,4,2,1,0.0789,1.7491,11.8281,0.0604,1.3607,10.9412,0.3123,0.5217,0.1261
"Fulham","Newcastle",13,11,0,0,1,0,0.0636,1.4254,11.5987,0.1018,1.5579,12.0000,0.3026,0.3544,0.1450
